submission_type,model_name,well_id,pad_id,phase,forecast_month,forecast_volume
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-01-01,609.371688
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-02-01,597.220632
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-03-01,585.636297
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-04-01,574.579226
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-05-01,564.01362
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-06-01,553.906913
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-07-01,544.229417
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-08-01,534.954008
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-09-01,526.055851
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-10-01,517.512162
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-11-01,509.301999
strict_auto,smartcast_v1,42000000000001,pad-0,water,2026-12-01,501.406081
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-01-01,493.80662
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-02-01,486.487182
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-03-01,479.432559
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-04-01,472.628655
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-05-01,466.062388
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-06-01,459.721594
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-07-01,453.594955
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-08-01,447.67192
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-09-01,441.942646
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-10-01,436.397934
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-11-01,431.029181
strict_auto,smartcast_v1,42000000000001,pad-0,water,2027-12-01,425.82833
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-01-01,1761.459891
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-02-01,1700.535052
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-03-01,1643.102839
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-04-01,1588.887265
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-05-01,1537.639874
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-06-01,1489.136442
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-07-01,1443.174146
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-08-01,1399.569114
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-09-01,1358.154299
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-10-01,1318.77763
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-11-01,1281.300397
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2026-12-01,1245.595847
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-01-01,1211.547936
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-02-01,1179.050248
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-03-01,1148.005031
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-04-01,1118.322347
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-05-01,1089.919324
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-06-01,1062.719481
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-07-01,1036.652143
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-08-01,1011.651901
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-09-01,987.658147
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-10-01,964.614641
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-11-01,942.469141
strict_auto,smartcast_v1,42000000000002,pad-0,oil,2027-12-01,921.17305
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-01-01,3222.678591
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-02-01,3141.348416
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-03-01,3064.22511
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-04-01,2990.988685
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-05-01,2921.350941
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-06-01,2855.0516
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-07-01,2791.854998
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-08-01,2731.547241
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-09-01,2673.933736
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-10-01,2618.837065
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-11-01,2566.095119
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2026-12-01,2515.559485
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-01-01,2467.094021
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-02-01,2420.573616
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-03-01,2375.883088
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-04-01,2332.916219
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-05-01,2291.574897
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-06-01,2251.768355
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-07-01,2213.412495
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-08-01,2176.429286
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-09-01,2140.746226
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-10-01,2106.295857
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-11-01,2073.015336
strict_auto,smartcast_v1,42000000000002,pad-0,gas,2027-12-01,2040.846044
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-01-01,633.746555
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-02-01,621.109458
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-03-01,609.061749
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-04-01,597.562395
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-05-01,586.574164
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-06-01,576.063189
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-07-01,565.998594
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-08-01,556.352169
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-09-01,547.098085
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-10-01,538.212648
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-11-01,529.674079
strict_auto,smartcast_v1,42000000000002,pad-0,water,2026-12-01,521.462324
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-01-01,513.558884
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-02-01,505.946669
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-03-01,498.609861
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-04-01,491.533801
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-05-01,484.704883
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-06-01,478.110457
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-07-01,471.738753
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-08-01,465.578797
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-09-01,459.620352
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-10-01,453.853852
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-11-01,448.270348
strict_auto,smartcast_v1,42000000000002,pad-0,water,2027-12-01,442.861463
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-01-01,1825.475678
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-02-01,1761.837021
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-03-01,1701.882539
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-04-01,1645.317671
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-05-01,1591.877664
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-06-01,1541.323948
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-07-01,1493.441018
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-08-01,1448.033755
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-09-01,1404.925102
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-10-01,1363.954052
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-11-01,1324.973894
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2026-12-01,1287.850689
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-01-01,1252.461925
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-02-01,1218.695346
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-03-01,1186.447916
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-04-01,1155.624906
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-05-01,1126.139086
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-06-01,1097.91001
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-07-01,1070.86338
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-08-01,1044.930477
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-09-01,1020.047658
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-10-01,996.155901
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-11-01,973.200403
strict_auto,smartcast_v1,42000000000003,pad-0,oil,2027-12-01,951.130213
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-01-01,3341.668277
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-02-01,3257.031204
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-03-01,3176.855135
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-04-01,3100.792643
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-05-01,3028.531728
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-06-01,2959.791389
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-07-01,2894.317853
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-08-01,2831.881342
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-09-01,2772.273289
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-10-01,2715.303935
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-11-01,2660.800249
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2026-12-01,2608.604116
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-01-01,2558.570755
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-02-01,2510.567343
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-03-01,2464.471791
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-04-01,2420.171686
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-05-01,2377.563343
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-06-01,2336.55097
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-07-01,2297.04593
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-08-01,2258.966082
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-09-01,2222.235195
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-10-01,2186.782421
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-11-01,2152.541832
strict_auto,smartcast_v1,42000000000003,pad-0,gas,2027-12-01,2119.451991
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-01-01,657.927662
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-02-01,644.698434
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-03-01,632.084449
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-04-01,620.043047
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-05-01,608.535502
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-06-01,597.526582
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-07-01,586.984155
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-08-01,576.878856
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-09-01,567.183788
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-10-01,557.874271
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-11-01,548.927612
strict_auto,smartcast_v1,42000000000003,pad-0,water,2026-12-01,540.322911
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-01-01,532.04088
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-02-01,524.063698
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-03-01,516.374865
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-04-01,508.959085
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-05-01,501.802156
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-06-01,494.890875
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-07-01,488.212948
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-08-01,481.756916
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-09-01,475.512082
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-10-01,469.468451
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-11-01,463.61667
strict_auto,smartcast_v1,42000000000003,pad-0,water,2027-12-01,457.94798
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-01-01,1896.956805
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-02-01,1831.345441
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-03-01,1769.495364
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-04-01,1711.109362
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-05-01,1655.919864
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-06-01,1603.685399
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-07-01,1554.187542
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-08-01,1507.228277
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-09-01,1462.627707
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-10-01,1420.222062
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-11-01,1379.861966
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2026-12-01,1341.410912
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-01-01,1304.743931
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-02-01,1269.746421
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-03-01,1236.31311
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-04-01,1204.347143
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-05-01,1173.759271
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-06-01,1144.467134
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-07-01,1116.394615
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-08-01,1089.471278
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-09-01,1063.63185
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-10-01,1038.815768
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-11-01,1014.966767
strict_auto,smartcast_v1,42000000000004,pad-1,oil,2027-12-01,992.032515
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-01-01,3470.576945
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-02-01,3382.990602
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-03-01,3299.934733
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-04-01,3221.064738
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-05-01,3146.070244
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-06-01,3074.670953
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-07-01,3006.613075
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-08-01,2941.666259
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-09-01,2879.620947
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-10-01,2820.28607
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-11-01,2763.487051
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2026-12-01,2709.06406
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-01-01,2656.870484
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-02-01,2606.771586
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-03-01,2558.643326
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-04-01,2512.371313
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-05-01,2467.849889
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-06-01,2424.981305
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-07-01,2383.674994
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-08-01,2343.846923
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-09-01,2305.419012
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-10-01,2268.318615
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-11-01,2232.478054
strict_auto,smartcast_v1,42000000000004,pad-1,gas,2027-12-01,2197.834201
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-01-01,682.49629
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-02-01,668.887108
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-03-01,655.912652
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-04-01,643.528733
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-05-01,631.695254
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-06-01,620.375742
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-07-01,609.536947
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-08-01,599.148489
strict_auto,smartcast_v1,42000000000004,pad-1,water,2026-09-01,589.182553
