well_id,phase,forecast_month,forecast_volume
42000000000000,water,2027-04-01,453.723509
42000000000000,water,2027-05-01,447.419892
42000000000000,water,2027-06-01,441.33273
42000000000000,water,2027-07-01,435.451157
42000000000000,water,2027-08-01,429.765044
42000000000000,water,2027-09-01,424.26494
42000000000000,water,2027-10-01,418.942017
42000000000000,water,2027-11-01,413.788014
42000000000000,water,2027-12-01,408.795197
42000000000001,oil,2026-01-01,1693.711433
42000000000001,oil,2026-02-01,1635.129858
42000000000001,oil,2026-03-01,1579.906576
42000000000001,oil,2026-04-01,1527.776217
42000000000001,oil,2026-05-01,1478.499879
42000000000001,oil,2026-06-01,1431.861963
42000000000001,oil,2026-07-01,1387.667448
42000000000001,oil,2026-08-01,1345.739533
42000000000001,oil,2026-09-01,1305.917595
42000000000001,oil,2026-10-01,1268.055413
42000000000001,oil,2026-11-01,1232.019613
42000000000001,oil,2026-12-01,1197.688314
42000000000001,oil,2027-01-01,1164.949938
42000000000001,oil,2027-02-01,1133.702162
42000000000001,oil,2027-03-01,1103.850991
42000000000001,oil,2027-04-01,1075.309949
42000000000001,oil,2027-05-01,1047.99935
42000000000001,oil,2027-06-01,1021.845655
42000000000001,oil,2027-07-01,996.780907
42000000000001,oil,2027-08-01,972.742213
42000000000001,oil,2027-09-01,949.671295
42000000000001,oil,2027-10-01,927.514078
42000000000001,oil,2027-11-01,906.220327
42000000000001,oil,2027-12-01,885.743317
42000000000001,gas,2026-01-01,3098.729415
42000000000001,gas,2026-02-01,3020.527323
42000000000001,gas,2026-03-01,2946.370298
42000000000001,gas,2026-04-01,2875.950659
42000000000001,gas,2026-05-01,2808.99129
42000000000001,gas,2026-06-01,2745.241923
42000000000001,gas,2026-07-01,2684.47596
42000000000001,gas,2026-08-01,2626.487731
42000000000001,gas,2026-09-01,2571.090131
42000000000001,gas,2026-10-01,2518.112562
42000000000001,gas,2026-11-01,2467.399153
42000000000001,gas,2026-12-01,2418.807197
42000000000001,gas,2027-01-01,2372.205789
42000000000001,gas,2027-02-01,2327.474631
42000000000001,gas,2027-03-01,2284.502969
42000000000001,gas,2027-04-01,2243.188672
42000000000001,gas,2027-05-01,2203.437401
42000000000001,gas,2027-06-01,2165.161879
42000000000001,gas,2027-07-01,2128.281245
42000000000001,gas,2027-08-01,2092.720467
42000000000001,gas,2027-09-01,2058.409832
42000000000001,gas,2027-10-01,2025.284478
42000000000001,gas,2027-11-01,1993.283977
42000000000001,gas,2027-12-01,1962.351965
42000000000001,water,2026-01-01,609.371688
42000000000001,water,2026-02-01,597.220632
42000000000001,water,2026-03-01,585.636297
42000000000001,water,2026-04-01,574.579226
42000000000001,water,2026-05-01,564.01362
42000000000001,water,2026-06-01,553.906913
42000000000001,water,2026-07-01,544.229417
42000000000001,water,2026-08-01,534.954008
42000000000001,water,2026-09-01,526.055851
42000000000001,water,2026-10-01,517.512162
42000000000001,water,2026-11-01,509.301999
42000000000001,water,2026-12-01,501.406081
42000000000001,water,2027-01-01,493.80662
42000000000001,water,2027-02-01,486.487182
42000000000001,water,2027-03-01,479.432559
42000000000001,water,2027-04-01,472.628655
42000000000001,water,2027-05-01,466.062388
42000000000001,water,2027-06-01,459.721594
42000000000001,water,2027-07-01,453.594955
42000000000001,water,2027-08-01,447.67192
42000000000001,water,2027-09-01,441.942646
42000000000001,water,2027-10-01,436.397934
42000000000001,water,2027-11-01,431.029181
42000000000001,water,2027-12-01,425.82833
42000000000002,oil,2026-01-01,1761.459891
42000000000002,oil,2026-02-01,1700.535052
42000000000002,oil,2026-03-01,1643.102839
42000000000002,oil,2026-04-01,1588.887265
42000000000002,oil,2026-05-01,1537.639874
42000000000002,oil,2026-06-01,1489.136442
42000000000002,oil,2026-07-01,1443.174146
42000000000002,oil,2026-08-01,1399.569114
42000000000002,oil,2026-09-01,1358.154299
42000000000002,oil,2026-10-01,1318.77763
42000000000002,oil,2026-11-01,1281.300397
42000000000002,oil,2026-12-01,1245.595847
42000000000002,oil,2027-01-01,1211.547936
42000000000002,oil,2027-02-01,1179.050248
42000000000002,oil,2027-03-01,1148.005031
42000000000002,oil,2027-04-01,1118.322347
42000000000002,oil,2027-05-01,1089.919324
42000000000002,oil,2027-06-01,1062.719481
42000000000002,oil,2027-07-01,1036.652143
42000000000002,oil,2027-08-01,1011.651901
42000000000002,oil,2027-09-01,987.658147
42000000000002,oil,2027-10-01,964.614641
42000000000002,oil,2027-11-01,942.469141
42000000000002,oil,2027-12-01,921.17305
42000000000002,gas,2026-01-01,3222.678591
42000000000002,gas,2026-02-01,3141.348416
42000000000002,gas,2026-03-01,3064.22511
42000000000002,gas,2026-04-01,2990.988685
42000000000002,gas,2026-05-01,2921.350941
42000000000002,gas,2026-06-01,2855.0516
42000000000002,gas,2026-07-01,2791.854998
42000000000002,gas,2026-08-01,2731.547241
42000000000002,gas,2026-09-01,2673.933736
42000000000002,gas,2026-10-01,2618.837065
42000000000002,gas,2026-11-01,2566.095119
42000000000002,gas,2026-12-01,2515.559485
42000000000002,gas,2027-01-01,2467.094021
42000000000002,gas,2027-02-01,2420.573616
42000000000002,gas,2027-03-01,2375.883088
42000000000002,gas,2027-04-01,2332.916219
42000000000002,gas,2027-05-01,2291.574897
42000000000002,gas,2027-06-01,2251.768355
42000000000002,gas,2027-07-01,2213.412495
42000000000002,gas,2027-08-01,2176.429286
42000000000002,gas,2027-09-01,2140.746226
42000000000002,gas,2027-10-01,2106.295857
42000000000002,gas,2027-11-01,2073.015336
42000000000002,gas,2027-12-01,2040.846044
42000000000002,water,2026-01-01,633.746555
42000000000002,water,2026-02-01,621.109458
42000000000002,water,2026-03-01,609.061749
42000000000002,water,2026-04-01,597.562395
42000000000002,water,2026-05-01,586.574164
42000000000002,water,2026-06-01,576.063189
42000000000002,water,2026-07-01,565.998594
42000000000002,water,2026-08-01,556.352169
42000000000002,water,2026-09-01,547.098085
42000000000002,water,2026-10-01,538.212648
42000000000002,water,2026-11-01,529.674079
42000000000002,water,2026-12-01,521.462324
42000000000002,water,2027-01-01,513.558884
42000000000002,water,2027-02-01,505.946669
42000000000002,water,2027-03-01,498.609861
42000000000002,water,2027-04-01,491.533801
42000000000002,water,2027-05-01,484.704883
42000000000002,water,2027-06-01,478.110457
42000000000002,water,2027-07-01,471.738753
42000000000002,water,2027-08-01,465.578797
42000000000002,water,2027-09-01,459.620352
42000000000002,water,2027-10-01,453.853852
42000000000002,water,2027-11-01,448.270348
42000000000002,water,2027-12-01,442.861463
42000000000003,oil,2026-01-01,1825.475678
42000000000003,oil,2026-02-01,1761.837021
42000000000003,oil,2026-03-01,1701.882539
42000000000003,oil,2026-04-01,1645.317671
42000000000003,oil,2026-05-01,1591.877664
42000000000003,oil,2026-06-01,1541.323948
42000000000003,oil,2026-07-01,1493.441018
42000000000003,oil,2026-08-01,1448.033755
42000000000003,oil,2026-09-01,1404.925102
42000000000003,oil,2026-10-01,1363.954052
42000000000003,oil,2026-11-01,1324.973894
42000000000003,oil,2026-12-01,1287.850689
42000000000003,oil,2027-01-01,1252.461925
42000000000003,oil,2027-02-01,1218.695346
42000000000003,oil,2027-03-01,1186.447916
42000000000003,oil,2027-04-01,1155.624906
42000000000003,oil,2027-05-01,1126.139086
42000000000003,oil,2027-06-01,1097.91001
42000000000003,oil,2027-07-01,1070.86338
42000000000003,oil,2027-08-01,1044.930477
42000000000003,oil,2027-09-01,1020.047658
42000000000003,oil,2027-10-01,996.155901
42000000000003,oil,2027-11-01,973.200403
42000000000003,oil,2027-12-01,951.130213
42000000000003,gas,2026-01-01,3341.668277
42000000000003,gas,2026-02-01,3257.031204
42000000000003,gas,2026-03-01,3176.855135
42000000000003,gas,2026-04-01,3100.792643
42000000000003,gas,2026-05-01,3028.531728
42000000000003,gas,2026-06-01,2959.791389
42000000000003,gas,2026-07-01,2894.317853
42000000000003,gas,2026-08-01,2831.881342
42000000000003,gas,2026-09-01,2772.273289
42000000000003,gas,2026-10-01,2715.303935
42000000000003,gas,2026-11-01,2660.800249
42000000000003,gas,2026-12-01,2608.604116
42000000000003,gas,2027-01-01,2558.570755
42000000000003,gas,2027-02-01,2510.567343
42000000000003,gas,2027-03-01,2464.471791
42000000000003,gas,2027-04-01,2420.171686
42000000000003,gas,2027-05-01,2377.563343
42000000000003,gas,2027-06-01,2336.55097
42000000000003,gas,2027-07-01,2297.04593
42000000000003,gas,2027-08-01,2258.966082
42000000000003,gas,2027-09-01,2222.235195
42000000000003,gas,2027-10-01,2186.782421
42000000000003,gas,2027-11-01,2152.541832
42000000000003,gas,2027-12-01,2119.451991
42000000000003,water,2026-01-01,657.927662
42000000000003,water,2026-02-01,644.698434
42000000000003,water,2026-03-01,632.084449
42000000000003,water,2026-04-01,620.043047
42000000000003,water,2026-05-01,608.535502
42000000000003,water,2026-06-01,597.526582
42000000000003,water,2026-07-01,586.984155
42000000000003,water,2026-08-01,576.878856
42000000000003,water,2026-09-01,567.183788
42000000000003,water,2026-10-01,557.874271
42000000000003,water,2026-11-01,548.927612
42000000000003,water,2026-12-01,540.322911
42000000000003,water,2027-01-01,532.04088
42000000000003,water,2027-02-01,524.063698
42000000000003,water,2027-03-01,516.374865
42000000000003,water,2027-04-01,508.959085
42000000000003,water,2027-05-01,501.802156
42000000000003,water,2027-06-01,494.890875
42000000000003,water,2027-07-01,488.212948
42000000000003,water,2027-08-01,481.756916
42000000000003,water,2027-09-01,475.512082
42000000000003,water,2027-10-01,469.468451
42000000000003,water,2027-11-01,463.61667
42000000000003,water,2027-12-01,457.94798
42000000000004,oil,2026-01-01,1896.956805
42000000000004,oil,2026-02-01,1831.345441
42000000000004,oil,2026-03-01,1769.495364
42000000000004,oil,2026-04-01,1711.109362
42000000000004,oil,2026-05-01,1655.919864
42000000000004,oil,2026-06-01,1603.685399
42000000000004,oil,2026-07-01,1554.187542
42000000000004,oil,2026-08-01,1507.228277
42000000000004,oil,2026-09-01,1462.627707
42000000000004,oil,2026-10-01,1420.222062
42000000000004,oil,2026-11-01,1379.861966
42000000000004,oil,2026-12-01,1341.410912
42000000000004,oil,2027-01-01,1304.743931
42000000000004,oil,2027-02-01,1269.746421
42000000000004,oil,2027-03-01,1236.31311
42000000000004,oil,2027-04-01,1204.347143
42000000000004,oil,2027-05-01,1173.759271
42000000000004,oil,2027-06-01,1144.467134
42000000000004,oil,2027-07-01,1116.394615
42000000000004,oil,2027-08-01,1089.471278
42000000000004,oil,2027-09-01,1063.63185
42000000000004,oil,2027-10-01,1038.815768
42000000000004,oil,2027-11-01,1014.966767
42000000000004,oil,2027-12-01,992.032515
42000000000004,gas,2026-01-01,3470.576945
42000000000004,gas,2026-02-01,3382.990602
42000000000004,gas,2026-03-01,3299.934733
42000000000004,gas,2026-04-01,3221.064738
42000000000004,gas,2026-05-01,3146.070244
42000000000004,gas,2026-06-01,3074.670953
42000000000004,gas,2026-07-01,3006.613075
42000000000004,gas,2026-08-01,2941.666259
42000000000004,gas,2026-09-01,2879.620947
42000000000004,gas,2026-10-01,2820.28607
42000000000004,gas,2026-11-01,2763.487051
42000000000004,gas,2026-12-01,2709.06406
42000000000004,gas,2027-01-01,2656.870484
42000000000004,gas,2027-02-01,2606.771586
42000000000004,gas,2027-03-01,2558.643326
42000000000004,gas,2027-04-01,2512.371313
42000000000004,gas,2027-05-01,2467.849889
42000000000004,gas,2027-06-01,2424.981305
42000000000004,gas,2027-07-01,2383.674994
42000000000004,gas,2027-08-01,2343.846923
42000000000004,gas,2027-09-01,2305.419012
42000000000004,gas,2027-10-01,2268.318615
42000000000004,gas,2027-11-01,2232.478054
42000000000004,gas,2027-12-01,2197.834201
42000000000004,water,2026-01-01,682.49629
42000000000004,water,2026-02-01,668.887108
42000000000004,water,2026-03-01,655.912652
42000000000004,water,2026-04-01,643.528733
42000000000004,water,2026-05-01,631.695254
42000000000004,water,2026-06-01,620.375742
42000000000004,water,2026-07-01,609.536947
42000000000004,water,2026-08-01,599.148489
42000000000004,water,2026-09-01,589.182553
42000000000004,water,2026-10-01,579.613621
42000000000004,water,2026-11-01,570.418239
42000000000004,water,2026-12-01,561.57481
42000000000004,water,2027-01-01,553.063414
42000000000004,water,2027-02-01,544.865644
42000000000004,water,2027-03-01,536.964466
42000000000004,water,2027-04-01,529.344094
42000000000004,water,2027-05-01,521.989874
42000000000004,water,2027-06-01,514.888185
42000000000004,water,2027-07-01,508.026349
42000000000004,water,2027-08-01,501.392551
42000000000004,water,2027-09-01,494.975764
42000000000004,water,2027-10-01,488.765687
42000000000004,water,2027-11-01,482.752683
42000000000004,water,2027-12-01,476.927729
42000000000005,oil,2026-01-01,1894.066378
42000000000005,oil,2026-02-01,1828.515277
42000000000005,oil,2026-03-01,1766.724266
42000000000005,oil,2026-04-01,1708.396057
42000000000005,oil,2026-05-01,1653.26303
42000000000005,oil,2026-06-01,1601.08368
42000000000005,oil,2026-07-01,1551.639567
42000000000005,oil,2026-08-01,1504.732669
42000000000005,oil,2026-09-01,1460.183092
42000000000005,oil,2026-10-01,1417.827078
42000000000005,oil,2026-11-01,1377.515269
42000000000005,oil,2026-12-01,1339.111178
42000000000005,oil,2027-01-01,1302.489865
42000000000005,oil,2027-02-01,1267.536753
42000000000005,oil,2027-03-01,1234.146603
42000000000005,oil,2027-04-01,1202.222589
42000000000005,oil,2027-05-01,1171.675497
42000000000005,oil,2027-06-01,1142.422997
42000000000005,oil,2027-07-01,1114.389008
42000000000005,oil,2027-08-01,1087.503126
42000000000005,oil,2027-09-01,1061.700111
42000000000005,oil,2027-10-01,1036.919432
42000000000005,oil,2027-11-01,1013.104857
42000000000005,oil,2027-12-01,990.204085
42000000000005,gas,2026-01-01,3461.532153
42000000000005,gas,2026-02-01,3373.113091
42000000000005,gas,2026-03-01,3289.257622
42000000000005,gas,2026-04-01,3209.620806
42000000000005,gas,2026-05-01,3133.891688
42000000000005,gas,2026-06-01,3061.789205
42000000000005,gas,2026-07-01,2993.058677
42000000000005,gas,2026-08-01,2927.468781
42000000000005,gas,2026-09-01,2864.808929
42000000000005,gas,2026-10-01,2804.886994
42000000000005,gas,2026-11-01,2747.527329
42000000000005,gas,2026-12-01,2692.569035
42000000000005,gas,2027-01-01,2639.864444
42000000000005,gas,2027-02-01,2589.277787
42000000000005,gas,2027-03-01,2540.684012
42000000000005,gas,2027-04-01,2493.967755
42000000000005,gas,2027-05-01,2449.02241
42000000000005,gas,2027-06-01,2405.749319
42000000000005,gas,2027-07-01,2364.057041
42000000000005,gas,2027-08-01,2323.860704
42000000000005,gas,2027-09-01,2285.081427
42000000000005,gas,2027-10-01,2247.645794
42000000000005,gas,2027-11-01,2211.485398
42000000000005,gas,2027-12-01,2176.536411
42000000000005,water,2026-01-01,681.963548
42000000000005,water,2026-02-01,668.36448
42000000000005,water,2026-03-01,655.399656
42000000000005,water,2026-04-01,643.024919
42000000000005,water,2026-05-01,631.200202
42000000000005,water,2026-06-01,619.889061
42000000000005,water,2026-07-01,609.05827
42000000000005,water,2026-08-01,598.677471
42000000000005,water,2026-09-01,588.71887
42000000000005,water,2026-10-01,579.156968
42000000000005,water,2026-11-01,569.96833
42000000000005,water,2026-12-01,561.131374
42000000000005,water,2027-01-01,552.626195
42000000000005,water,2027-02-01,544.434401
42000000000005,water,2027-03-01,536.53897
42000000000005,water,2027-04-01,528.924127
42000000000005,water,2027-05-01,521.575231
42000000000005,water,2027-06-01,514.478669
42000000000005,water,2027-07-01,507.621775
42000000000005,water,2027-08-01,500.992741
42000000000005,water,2027-09-01,494.580549
42000000000005,water,2027-10-01,488.374906
42000000000005,water,2027-11-01,482.366182
42000000000005,water,2027-12-01,476.545361
42000000000006,oil,2026-01-01,2032.45372
42000000000006,oil,2026-02-01,1962.15583
42000000000006,oil,2026-03-01,1895.887891
42000000000006,oil,2026-04-01,1833.33146
42000000000006,oil,2026-05-01,1774.199855
42000000000006,oil,2026-06-01,1718.234356
42000000000006,oil,2026-07-01,1665.200938
42000000000006,oil,2026-08-01,1614.887439
42000000000006,oil,2026-09-01,1567.101114
42000000000006,oil,2026-10-01,1521.666496
42000000000006,oil,2026-11-01,1478.423535
42000000000006,oil,2026-12-01,1437.225977
42000000000006,oil,2027-01-01,1397.939926
42000000000006,oil,2027-02-01,1360.442594
42000000000006,oil,2027-03-01,1324.62119
42000000000006,oil,2027-04-01,1290.371939
42000000000006,oil,2027-05-01,1257.599219
42000000000006,oil,2027-06-01,1226.214786
42000000000006,oil,2027-07-01,1196.137088
42000000000006,oil,2027-08-01,1167.290656
42000000000006,oil,2027-09-01,1139.605554
42000000000006,oil,2027-10-01,1113.016894
42000000000006,oil,2027-11-01,1087.464393
42000000000006,oil,2027-12-01,1062.89198
42000000000006,gas,2026-01-01,3718.475298
42000000000006,gas,2026-02-01,3624.632788
42000000000006,gas,2026-03-01,3535.644357
42000000000006,gas,2026-04-01,3451.140791
42000000000006,gas,2026-05-01,3370.789548
42000000000006,gas,2026-06-01,3294.290307
42000000000006,gas,2026-07-01,3221.371152
42000000000006,gas,2026-08-01,3151.785278
42000000000006,gas,2026-09-01,3085.308157
42000000000006,gas,2026-10-01,3021.735075
42000000000006,gas,2026-11-01,2960.878984
42000000000006,gas,2026-12-01,2902.568636
42000000000006,gas,2027-01-01,2846.646947
42000000000006,gas,2027-02-01,2792.969557
42000000000006,gas,2027-03-01,2741.403563
42000000000006,gas,2027-04-01,2691.826407
42000000000006,gas,2027-05-01,2644.124881
42000000000006,gas,2027-06-01,2598.194255
42000000000006,gas,2027-07-01,2553.937494
42000000000006,gas,2027-08-01,2511.264561
42000000000006,gas,2027-09-01,2470.091799
42000000000006,gas,2027-10-01,2430.341373
42000000000006,gas,2027-11-01,2391.940772
42000000000006,gas,2027-12-01,2354.822359
42000000000006,water,2026-01-01,731.246025
42000000000006,water,2026-02-01,716.664759
42000000000006,water,2026-03-01,702.763556
42000000000006,water,2026-04-01,689.495071
42000000000006,water,2026-05-01,676.816343
42000000000006,water,2026-06-01,664.688295
42000000000006,water,2026-07-01,653.075301
42000000000006,water,2026-08-01,641.94481
42000000000006,water,2026-09-01,631.267021
42000000000006,water,2026-10-01,621.014594
42000000000006,water,2026-11-01,611.162399
42000000000006,water,2026-12-01,601.687297
42000000000006,water,2027-01-01,592.567943
42000000000006,water,2027-02-01,583.784618
42000000000006,water,2027-03-01,575.319071
42000000000006,water,2027-04-01,567.154386
42000000000006,water,2027-05-01,559.274865
42000000000006,water,2027-06-01,551.665912
42000000000006,water,2027-07-01,544.313946
42000000000006,water,2027-08-01,537.206304
42000000000006,water,2027-09-01,530.331175
42000000000006,water,2027-10-01,523.677521
42000000000006,water,2027-11-01,517.235017
42000000000006,water,2027-12-01,510.993996
42000000000007,oil,2026-01-01,2100.202177
42000000000007,oil,2026-02-01,2027.561024
42000000000007,oil,2026-03-01,1959.084154
42000000000007,oil,2026-04-01,1894.442508
42000000000007,oil,2026-05-01,1833.33985
42000000000007,oil,2026-06-01,1775.508834
42000000000007,oil,2026-07-01,1720.707635
42000000000007,oil,2026-08-01,1668.717021
42000000000007,oil,2026-09-01,1619.337818
42000000000007,oil,2026-10-01,1572.388712
42000000000007,oil,2026-11-01,1527.70432
42000000000007,oil,2026-12-01,1485.13351
42000000000007,oil,2027-01-01,1444.537924
42000000000007,oil,2027-02-01,1405.79068
42000000000007,oil,2027-03-01,1368.775229
42000000000007,oil,2027-04-01,1333.384337
42000000000007,oil,2027-05-01,1299.519193
42000000000007,oil,2027-06-01,1267.088612
42000000000007,oil,2027-07-01,1236.008324
42000000000007,oil,2027-08-01,1206.200344
42000000000007,oil,2027-09-01,1177.592406
42000000000007,oil,2027-10-01,1150.117457
42000000000007,oil,2027-11-01,1123.713206
42000000000007,oil,2027-12-01,1098.321713
42000000000007,gas,2026-01-01,3842.424474
42000000000007,gas,2026-02-01,3745.453881
42000000000007,gas,2026-03-01,3653.499169
42000000000007,gas,2026-04-01,3566.178817
42000000000007,gas,2026-05-01,3483.149199
42000000000007,gas,2026-06-01,3404.099984
42000000000007,gas,2026-07-01,3328.75019
42000000000007,gas,2026-08-01,3256.844787
42000000000007,gas,2026-09-01,3188.151763
42000000000007,gas,2026-10-01,3122.459577
42000000000007,gas,2026-11-01,3059.57495
42000000000007,gas,2026-12-01,2999.320924
42000000000007,gas,2027-01-01,2941.535179
42000000000007,gas,2027-02-01,2886.068542
42000000000007,gas,2027-03-01,2832.783682
42000000000007,gas,2027-04-01,2781.553954
42000000000007,gas,2027-05-01,2732.262377
42000000000007,gas,2027-06-01,2684.800731
42000000000007,gas,2027-07-01,2639.068744
42000000000007,gas,2027-08-01,2594.973379
42000000000007,gas,2027-09-01,2552.428192
42000000000007,gas,2027-10-01,2511.352752
42000000000007,gas,2027-11-01,2471.672131
42000000000007,gas,2027-12-01,2433.316437
42000000000007,water,2026-01-01,755.620893
42000000000007,water,2026-02-01,740.553584
42000000000007,water,2026-03-01,726.189008
42000000000007,water,2026-04-01,712.47824
42000000000007,water,2026-05-01,699.376888
42000000000007,water,2026-06-01,686.844571
42000000000007,water,2026-07-01,674.844477
42000000000007,water,2026-08-01,663.34297
42000000000007,water,2026-09-01,652.309255
42000000000007,water,2026-10-01,641.71508
42000000000007,water,2026-11-01,631.534479
42000000000007,water,2026-12-01,621.74354
42000000000007,water,2027-01-01,612.320208
42000000000007,water,2027-02-01,603.244105
42000000000007,water,2027-03-01,594.496373
42000000000007,water,2027-04-01,586.059532
42000000000007,water,2027-05-01,577.91736
42000000000007,water,2027-06-01,570.054776
42000000000007,water,2027-07-01,562.457744
42000000000007,water,2027-08-01,555.113181
42000000000007,water,2027-09-01,548.008881
42000000000007,water,2027-10-01,541.133438
42000000000007,water,2027-11-01,534.476184
42000000000007,water,2027-12-01,528.027129
42000000000008,oil,2026-01-01,2167.950635
42000000000008,oil,2026-02-01,2092.966218
42000000000008,oil,2026-03-01,2022.280417
42000000000008,oil,2026-04-01,1955.553557
42000000000008,oil,2026-05-01,1892.479845
42000000000008,oil,2026-06-01,1832.783313
42000000000008,oil,2026-07-01,1776.214333
42000000000008,oil,2026-08-01,1722.546602
42000000000008,oil,2026-09-01,1671.574522
42000000000008,oil,2026-10-01,1623.110929
42000000000008,oil,2026-11-01,1576.985104
42000000000008,oil,2026-12-01,1533.041042
42000000000008,oil,2027-01-01,1491.135921
42000000000008,oil,2027-02-01,1451.138767
42000000000008,oil,2027-03-01,1412.929269
42000000000008,oil,2027-04-01,1376.396735
42000000000008,oil,2027-05-01,1341.439167
42000000000008,oil,2027-06-01,1307.962438
42000000000008,oil,2027-07-01,1275.87956
42000000000008,oil,2027-08-01,1245.110032
42000000000008,oil,2027-09-01,1215.579257
42000000000008,oil,2027-10-01,1187.21802
42000000000008,oil,2027-11-01,1159.962019
42000000000008,oil,2027-12-01,1133.751445
42000000000008,gas,2026-01-01,3966.373651
42000000000008,gas,2026-02-01,3866.274974
42000000000008,gas,2026-03-01,3771.353981
42000000000008,gas,2026-04-01,3681.216844
42000000000008,gas,2026-05-01,3595.508851
42000000000008,gas,2026-06-01,3513.909661
42000000000008,gas,2026-07-01,3436.129228
42000000000008,gas,2026-08-01,3361.904296
42000000000008,gas,2026-09-01,3290.995368
42000000000008,gas,2026-10-01,3223.18408
42000000000008,gas,2026-11-01,3158.270916
42000000000008,gas,2026-12-01,3096.073212
42000000000008,gas,2027-01-01,3036.423411
42000000000008,gas,2027-02-01,2979.167527
42000000000008,gas,2027-03-01,2924.163801
42000000000008,gas,2027-04-01,2871.281501
42000000000008,gas,2027-05-01,2820.399873
42000000000008,gas,2027-06-01,2771.407206
42000000000008,gas,2027-07-01,2724.199994
42000000000008,gas,2027-08-01,2678.682198
42000000000008,gas,2027-09-01,2634.764586
42000000000008,gas,2027-10-01,2592.364131
42000000000008,gas,2027-11-01,2551.40349
42000000000008,gas,2027-12-01,2511.810516
42000000000008,water,2026-01-01,779.99576
42000000000008,water,2026-02-01,764.442409
42000000000008,water,2026-03-01,749.61446
42000000000008,water,2026-04-01,735.46141
42000000000008,water,2026-05-01,721.937433
42000000000008,water,2026-06-01,709.000848
42000000000008,water,2026-07-01,696.613654
42000000000008,water,2026-08-01,684.741131
42000000000008,water,2026-09-01,673.351489
42000000000008,water,2026-10-01,662.415567
42000000000008,water,2026-11-01,651.906559
42000000000008,water,2026-12-01,641.799783
42000000000008,water,2027-01-01,632.072473
42000000000008,water,2027-02-01,622.703593
42000000000008,water,2027-03-01,613.673675
42000000000008,water,2027-04-01,604.964679
42000000000008,water,2027-05-01,596.559856
42000000000008,water,2027-06-01,588.44364
42000000000008,water,2027-07-01,580.601542
42000000000008,water,2027-08-01,573.020058
42000000000008,water,2027-09-01,565.686587
42000000000008,water,2027-10-01,558.589356
42000000000008,water,2027-11-01,551.717352
42000000000008,water,2027-12-01,545.060262
42000000000009,oil,2026-01-01,2235.699092
42000000000009,oil,2026-02-01,2158.371412
42000000000009,oil,2026-03-01,2085.47668
42000000000009,oil,2026-04-01,2016.664606
42000000000009,oil,2026-05-01,1951.61984
42000000000009,oil,2026-06-01,1890.057791
42000000000009,oil,2026-07-01,1831.721031
