API14,Production Date,Oil Volume BBL,Gas Volume MCF,Water Volume BBL
42000000000006,2025-08-15,2460.254369,4285.763110,821.724959
42000000000006,2025-09-15,2364.348140,4161.252726,803.878368
42000000000006,2025-10-15,2274.696663,4044.410667,787.045045
42000000000006,2025-11-15,2190.736654,3934.563030,771.139302
42000000000006,2025-12-15,2111.968823,3831.111444,756.084838
42000000000007,2024-01-15,7750.000000,10850.000000,1705.000000
42000000000007,2024-02-15,7102.797306,10071.766580,1605.232191
42000000000007,2024-03-15,6543.275365,9396.143424,1518.039885
42000000000007,2024-04-15,6055.488865,8804.680809,1441.206350
42000000000007,2024-05-15,5627.056360,8283.026961,1373.001752
42000000000007,2024-06-15,5248.229696,7819.862248,1312.057424
42000000000007,2024-07-15,4911.238187,7406.147185,1257.276976
42000000000007,2024-08-15,4609.817858,7034.582051,1207.772279
42000000000007,2024-09-15,4338.867936,6699.212094,1162.816607
42000000000007,2024-10-15,4094.196409,6395.134791,1121.809816
42000000000007,2024-11-15,3872.328993,6118.279809,1084.252118
42000000000007,2024-12-15,3670.363920,5865.241544,1049.724081
42000000000007,2025-01-15,3485.860298,5633.150242,1017.871207
42000000000007,2025-02-15,3316.751375,5419.571747,988.391910
42000000000007,2025-03-15,3161.276500,5222.428779,961.028056
42000000000007,2025-04-15,3017.927282,5039.938561,935.557457
42000000000007,2025-05-15,2885.404611,4870.562984,911.787857
42000000000007,2025-06-15,2762.584103,4712.968480,889.552081
42000000000007,2025-07-15,2648.488101,4565.993486,868.704097
42000000000007,2025-08-15,2542.262848,4428.621880,849.115791
42000000000007,2025-09-15,2443.159745,4299.961150,830.674313
42000000000007,2025-10-15,2350.519885,4179.224356,813.279880
42000000000007,2025-11-15,2263.761209,4065.715131,796.843945
42000000000007,2025-12-15,2182.367783,3958.815159,781.287666
42000000000008,2024-01-15,8000.000000,11200.000000,1760.000000
42000000000008,2024-02-15,7331.919800,10396.662276,1657.013875
42000000000008,2024-03-15,6754.348763,9699.244824,1567.008913
42000000000008,2024-04-15,6250.827215,9088.702771,1487.696877
42000000000008,2024-05-15,5808.574307,8550.221379,1417.292131
42000000000008,2024-06-15,5417.527428,8072.115868,1354.381857
42000000000008,2024-07-15,5069.665225,7645.055159,1297.834298
42000000000008,2024-08-15,4758.521660,7261.504053,1246.732675
42000000000008,2024-09-15,4478.831418,6915.315710,1200.326820
42000000000008,2024-10-15,4226.267261,6601.429462,1157.997230
42000000000008,2024-11-15,3997.242831,6315.643673,1119.227993
42000000000008,2024-12-15,3788.762756,6054.442885,1083.586148
42000000000008,2025-01-15,3598.307405,5814.864766,1050.705762
42000000000008,2025-02-15,3423.743355,5594.396642,1020.275520
42000000000008,2025-03-15,3263.253162,5390.894223,992.028961
42000000000008,2025-04-15,3115.279775,5202.517224,965.736730
42000000000008,2025-05-15,2978.482179,5027.677919,941.200369
42000000000008,2025-06-15,2851.699719,4864.999721,918.247310
42000000000008,2025-07-15,2733.923201,4713.283599,896.726810
42000000000008,2025-08-15,2624.271327,4571.480651,876.506623
42000000000008,2025-09-15,2521.971349,4438.669575,857.470259
42000000000008,2025-10-15,2426.343107,4314.038044,839.514715
42000000000008,2025-11-15,2336.785764,4196.867232,822.548589
42000000000008,2025-12-15,2252.766744,4086.518874,806.490494
42000000000009,2024-01-15,8250.000000,11550.000000,1815.000000
42000000000009,2024-02-15,7561.042294,10721.557972,1708.795558
42000000000009,2024-03-15,6965.422162,10002.346225,1615.977942
42000000000009,2024-04-15,6446.165566,9372.724732,1534.187405
42000000000009,2024-05-15,5990.092254,8817.415797,1461.582510
42000000000009,2024-06-15,5586.825161,8324.369489,1396.706290
42000000000009,2024-07-15,5228.092263,7883.963133,1338.391619
42000000000009,2024-08-15,4907.225462,7488.426054,1285.693071
42000000000009,2024-09-15,4618.794900,7131.419326,1237.837033
42000000000009,2024-10-15,4358.338113,6807.724133,1194.184643
42000000000009,2024-11-15,4122.156670,6513.007538,1154.203868
42000000000009,2024-12-15,3907.161592,6243.644225,1117.448215
42000000000009,2025-01-15,3710.754511,5996.579290,1083.540317
42000000000009,2025-02-15,3530.735335,5769.221537,1052.159130
42000000000009,2025-03-15,3365.229823,5559.359668,1023.029866
42000000000009,2025-04-15,3212.632268,5365.095888,995.916003
42000000000009,2025-05-15,3071.559747,5184.792854,970.612880
42000000000009,2025-06-15,2940.815335,5017.030962,946.942538
42000000000009,2025-07-15,2819.358301,4860.573711,924.749523
42000000000009,2025-08-15,2706.279805,4714.339421,903.897455
42000000000009,2025-09-15,2600.782954,4577.377999,884.266204
42000000000009,2025-10-15,2502.166329,4448.851733,865.749550
42000000000009,2025-11-15,2409.810319,4328.019333,848.253232
42000000000009,2025-12-15,2323.165705,4214.222588,831.693322
42000000000010,2024-01-15,8500.000000,11900.000000,1870.000000
42000000000010,2024-02-15,7790.164787,11046.453668,1760.577242
42000000000010,2024-03-15,7176.495561,10305.447626,1664.946970
42000000000010,2024-04-15,6641.503916,9656.746694,1580.677932
42000000000010,2024-05-15,6171.610201,9084.610216,1505.872889
42000000000010,2024-06-15,5756.122893,8576.623110,1439.030723
42000000000010,2024-07-15,5386.519302,8122.871107,1378.948941
42000000000010,2024-08-15,5055.929263,7715.348056,1324.653467
42000000000010,2024-09-15,4758.758382,7347.522942,1275.347246
42000000000010,2024-10-15,4490.408965,7014.018803,1230.372056
42000000000010,2024-11-15,4247.070508,6710.371403,1189.179742
42000000000010,2024-12-15,4025.560429,6432.845565,1151.310283
42000000000010,2025-01-15,3823.201618,6178.293814,1116.374872
42000000000010,2025-02-15,3637.727314,5944.046432,1084.042740
42000000000010,2025-03-15,3467.206484,5727.825112,1054.030771
42000000000010,2025-04-15,3309.984761,5527.674551,1026.095276
42000000000010,2025-05-15,3164.637316,5341.907789,1000.025392
42000000000010,2025-06-15,3029.930952,5169.062203,975.637766
42000000000010,2025-07-15,2904.793401,5007.863824,952.772236
42000000000010,2025-08-15,2788.288284,4857.198191,931.288287
42000000000010,2025-09-15,2679.594559,4716.086423,911.062150
42000000000010,2025-10-15,2577.989551,4583.665422,891.984385
42000000000010,2025-11-15,2482.834874,4459.171434,873.957876
42000000000010,2025-12-15,2393.564666,4341.926303,856.896150
42000000000011,2024-01-15,8750.000000,12250.000000,1925.000000
42000000000011,2024-02-15,8019.287281,11371.349365,1812.358926
42000000000011,2024-03-15,7387.568960,10608.549027,1713.915999
42000000000011,2024-04-15,6836.842266,9940.768655,1627.168459
42000000000011,2024-05-15,6353.128148,9351.804634,1550.163268
42000000000011,2024-06-15,5925.420625,8828.876731,1481.355156
42000000000011,2024-07-15,5544.946340,8361.779080,1419.506263
42000000000011,2024-08-15,5204.633065,7942.270058,1363.613863
42000000000011,2024-09-15,4898.721864,7563.626557,1312.857459
42000000000011,2024-10-15,4622.479817,7220.313474,1266.559470
42000000000011,2024-11-15,4371.984347,6907.735268,1224.155617
42000000000011,2024-12-15,4143.959265,6622.046905,1185.172350
42000000000011,2025-01-15,3935.648724,6360.008338,1149.209427
42000000000011,2025-02-15,3744.719294,6118.871327,1115.926350
42000000000011,2025-03-15,3569.183146,5896.290557,1085.031676
42000000000011,2025-04-15,3407.337254,5690.253214,1056.274549
42000000000011,2025-05-15,3257.714884,5499.022724,1029.437903
42000000000011,2025-06-15,3119.046568,5321.093445,1004.332995
42000000000011,2025-07-15,2990.228501,5155.153936,980.794948
42000000000011,2025-08-15,2870.296763,5000.056962,958.679119
42000000000011,2025-09-15,2758.406163,4854.794847,937.858096
42000000000011,2025-10-15,2653.812773,4718.479111,918.219220
42000000000011,2025-11-15,2555.859429,4590.323535,899.662519
42000000000011,2025-12-15,2463.963626,4469.630018,882.098978
