well_id,month,oil,gas,water
42000000000002,2025-11-01,1898.638433,3409.954626,668.320728
42000000000002,2025-12-01,1830.37298,3320.296585,655.273527
42000000000003,2024-01-01,6750.0,9450.0,1485.0
42000000000003,2024-02-01,6186.307331,8772.183796,1398.105457
42000000000003,2024-03-01,5698.981769,8183.73782,1322.16377
42000000000003,2024-04-01,5274.135463,7668.592963,1255.24424
42000000000003,2024-05-01,4900.984571,7214.249289,1195.840235
42000000000003,2024-06-01,4571.038768,6810.847764,1142.759692
42000000000003,2024-07-01,4277.530034,6450.515291,1095.047689
42000000000003,2024-08-01,4015.00265,6126.894045,1051.930694
42000000000003,2024-09-01,,,
42000000000003,2024-10-01,3565.913002,5569.956109,977.060162
42000000000003,2024-11-01,3372.673639,5328.82435,944.348619
42000000000003,2024-12-01,3196.768576,5108.436184,914.275813
42000000000003,2025-01-01,3036.071873,4906.292147,886.532987
42000000000003,2025-02-01,2888.783456,4720.272166,860.85747
42000000000003,2025-03-01,2753.369855,4548.567001,837.024436
42000000000003,2025-04-01,2628.51731,4389.623908,814.840366
42000000000003,2025-05-01,2513.094339,4242.103244,794.137811
42000000000003,2025-06-01,2406.121638,4104.843514,774.771167
42000000000003,2025-07-01,2306.747701,3976.833036,756.613246
42000000000003,2025-08-01,2214.228932,3857.186799,739.552463
42000000000003,2025-09-01,2127.913326,3745.127454,723.490531
42000000000003,2025-10-01,2047.226997,3639.9696,708.340541
42000000000003,2025-11-01,1971.662988,3541.106727,694.025372
42000000000003,2025-12-01,1900.77194,3448.0003,680.476355
42000000000004,2024-01-01,7000.0,9800.0,1540.0
42000000000004,2024-02-01,6415.429825,9097.079492,1449.88714
42000000000004,2024-03-01,5910.055168,8486.839221,1371.132799
42000000000004,2024-04-01,5469.473813,7952.614924,1301.734768
42000000000004,2024-05-01,5082.502518,7481.443707,1240.130614
42000000000004,2024-06-01,4740.3365,7063.101385,1185.084125
42000000000004,2024-07-01,4435.957072,6689.423264,1135.60501
42000000000004,2024-08-01,4163.706452,6353.816046,1090.89109
42000000000004,2024-09-01,3918.977491,6050.901246,1050.285968
42000000000004,2024-10-01,3697.983854,5776.250779,1013.247576
42000000000004,2024-11-01,3497.587477,5526.188214,979.324494
42000000000004,2024-12-01,3315.167412,5297.637524,948.13788
42000000000004,2025-01-01,3148.518979,5088.006671,919.367542
42000000000004,2025-02-01,2995.775435,4895.097061,892.74108
42000000000004,2025-03-01,2855.346516,4717.032445,868.025341
42000000000004,2025-04-01,2725.869803,4552.202571,845.019639
42000000000004,2025-05-01,2606.171907,4399.218179,823.550323
42000000000004,2025-06-01,2495.237254,4256.874756,803.466396
42000000000004,2025-07-01,2392.182801,4124.123149,784.635959
42000000000004,2025-08-01,2296.237411,4000.045569,766.943295
42000000000004,2025-09-01,2206.724931,3883.835878,750.286476
42000000000004,2025-10-01,2123.050219,3774.783289,734.575376
42000000000004,2025-11-01,2044.687543,3672.258828,719.730015
42000000000004,2025-12-01,1971.170901,3575.704014,705.679183
42000000000005,2024-01-01,7250.0,10150.0,1595.0
42000000000005,2024-02-01,6644.552319,9421.975188,1501.668824
42000000000005,2024-03-01,6121.128567,8789.940622,1420.101828
42000000000005,2024-04-01,5664.812164,8236.636886,1348.225295
42000000000005,2024-05-01,5264.020465,7748.638125,1284.420994
42000000000005,2024-06-01,4909.634232,7315.355006,1227.408558
42000000000005,2024-07-01,4594.38411,6928.331238,1176.162332
42000000000005,2024-08-01,4312.410254,6580.738048,1129.851487
42000000000005,2024-09-01,4058.940973,6267.004862,1087.796181
42000000000005,2024-10-01,3830.054705,5982.54545,1049.434989
42000000000005,2024-11-01,543.375197,858.532812,152.145055
42000000000005,2024-12-01,3433.566248,5486.838864,981.999947
42000000000005,2025-01-01,3260.966086,5269.721194,952.202097
42000000000005,2025-02-01,3102.767415,5069.921957,924.62469
42000000000005,2025-03-01,2957.323178,4885.49789,899.026246
42000000000005,2025-04-01,2823.222296,4714.781235,875.198912
42000000000005,2025-05-01,2699.249475,4556.333114,852.962834
42000000000005,2025-06-01,2584.35287,4408.905997,832.161624
42000000000005,2025-07-01,2477.617901,4271.413261,812.658672
42000000000005,2025-08-01,2378.24589,4142.90434,794.334127
42000000000005,2025-09-01,2285.536535,4022.544302,777.082422
42000000000005,2025-10-01,2198.873441,3909.596978,760.810211
42000000000005,2025-11-01,2117.712098,3803.410929,745.434659
42000000000005,2025-12-01,2041.569862,3703.407729,730.882011
42000000000006,2024-01-01,7500.0,10500.0,1650.0
42000000000006,2024-02-01,6873.674812,9746.870884,1553.450508
42000000000006,2024-03-01,6332.201966,9093.042023,1469.070856
42000000000006,2024-04-01,5860.150514,8520.658848,1394.715822
42000000000006,2024-05-01,5445.538412,8015.832543,1328.711373
42000000000006,2024-06-01,5078.931964,7567.608627,1269.732991
42000000000006,2024-07-01,4752.811148,7167.239212,1216.719654
42000000000006,2024-08-01,4461.114056,6807.660049,1168.811883
42000000000006,2024-09-01,4198.904455,6483.108478,1125.306394
42000000000006,2024-10-01,3962.125557,6188.840121,1085.622403
42000000000006,2024-11-01,3747.415154,5920.915944,1049.276243
42000000000006,2024-12-01,3551.965084,5676.040204,1015.862014
42000000000006,2025-01-01,3373.413192,5451.435718,985.036652
42000000000006,2025-02-01,3209.759395,5244.746852,956.5083
42000000000006,2025-03-01,3059.299839,5053.963334,930.027151
42000000000006,2025-04-01,2920.574789,4877.359898,905.378185
42000000000006,2025-05-01,2792.327043,4713.448049,882.375346
42000000000006,2025-06-01,2673.468487,4560.937238,860.856853
42000000000006,2025-07-01,2563.053001,4418.703374,840.681384
42000000000006,2025-08-01,2460.254369,4285.76311,821.724959
42000000000006,2025-09-01,2364.34814,4161.252726,803.878368
42000000000006,2025-10-01,2274.696663,4044.410667,787.045045
42000000000006,2025-11-01,2190.736654,3934.56303,771.139302
42000000000006,2025-12-01,2111.968823,3831.111444,756.084838
42000000000007,2024-01-01,7750.0,10850.0,1705.0
42000000000007,2024-02-01,7102.797306,10071.76658,1605.232191
42000000000007,2024-03-01,6543.275365,9396.143424,1518.039885
42000000000007,2024-04-01,6055.488865,8804.680809,1441.20635
42000000000007,2024-05-01,5627.05636,8283.026961,1373.001752
42000000000007,2024-06-01,5248.229696,7819.862248,1312.057424
42000000000007,2024-07-01,4911.238187,7406.147185,1257.276976
42000000000007,2024-08-01,4609.817858,7034.582051,1207.772279
42000000000007,2024-09-01,4338.867936,6699.212094,1162.816607
42000000000007,2024-10-01,4094.196409,6395.134791,1121.809816
42000000000007,2024-11-01,3872.328993,6118.279809,1084.252118
42000000000007,2024-12-01,3670.36392,5865.241544,1049.724081
42000000000007,2025-01-01,3485.860298,5633.150242,1017.871207
42000000000007,2025-02-01,3316.751375,5419.571747,988.39191
42000000000007,2025-03-01,3161.2765,5222.428779,961.028056
42000000000007,2025-04-01,3017.927282,5039.938561,935.557457
42000000000007,2025-05-01,2885.404611,4870.562984,911.787857
42000000000007,2025-06-01,2762.584103,4712.96848,889.552081
42000000000007,2025-07-01,2648.488101,4565.993486,868.704097
42000000000007,2025-08-01,2542.262848,4428.62188,849.115791
42000000000007,2025-09-01,2443.159745,4299.96115,830.674313
42000000000007,2025-10-01,2350.519885,4179.224356,813.27988
42000000000007,2025-11-01,2263.761209,4065.715131,796.843945
42000000000007,2025-12-01,2182.367783,3958.815159,781.287666
42000000000008,2024-01-01,8000.0,11200.0,1760.0
42000000000008,2024-02-01,7331.9198,10396.662276,1657.013875
42000000000008,2024-03-01,6754.348763,9699.244824,1567.008913
42000000000008,2024-04-01,6250.827215,9088.702771,1487.696877
42000000000008,2024-05-01,5808.574307,8550.221379,1417.292131
42000000000008,2024-06-01,5417.527428,8072.115868,1354.381857
42000000000008,2024-07-01,5069.665225,7645.055159,1297.834298
42000000000008,2024-08-01,4758.52166,7261.504053,1246.732675
42000000000008,2024-09-01,4478.831418,6915.31571,1200.32682
42000000000008,2024-10-01,4226.267261,6601.429462,1157.99723
42000000000008,2024-11-01,3997.242831,6315.643673,1119.227993
42000000000008,2024-12-01,3788.762756,6054.442885,1083.586148
42000000000008,2025-01-01,3598.307405,5814.864766,1050.705762
42000000000008,2025-02-01,3423.743355,5594.396642,1020.27552
42000000000008,2025-03-01,3263.253162,5390.894223,992.028961
42000000000008,2025-04-01,3115.279775,5202.517224,965.73673
42000000000008,2025-05-01,2978.482179,5027.677919,941.200369
42000000000008,2025-06-01,2851.699719,4864.999721,918.24731
42000000000008,2025-07-01,2733.923201,4713.283599,896.72681
42000000000008,2025-08-01,2624.271327,4571.480651,876.506623
42000000000008,2025-09-01,2521.971349,4438.669575,857.470259
42000000000008,2025-10-01,2426.343107,4314.038044,839.514715
42000000000008,2025-11-01,2336.785764,4196.867232,822.548589
42000000000008,2025-12-01,2252.766744,4086.518874,806.490494
42000000000009,2024-01-01,8250.0,11550.0,1815.0
42000000000009,2024-02-01,7561.042294,10721.557972,1708.795558
42000000000009,2024-03-01,6965.422162,10002.346225,1615.977942
42000000000009,2024-04-01,6446.165566,9372.724732,1534.187405
42000000000009,2024-05-01,5990.092254,8817.415797,1461.58251
42000000000009,2024-06-01,5586.825161,8324.369489,1396.70629
42000000000009,2024-07-01,5228.092263,7883.963133,1338.391619
42000000000009,2024-08-01,4907.225462,7488.426054,1285.693071
42000000000009,2024-09-01,4618.7949,7131.419326,1237.837033
42000000000009,2024-10-01,4358.338113,6807.724133,1194.184643
42000000000009,2024-11-01,4122.15667,6513.007538,1154.203868
42000000000009,2024-12-01,3907.161592,6243.644225,1117.448215
42000000000009,2025-01-01,3710.754511,5996.57929,1083.540317
42000000000009,2025-02-01,3530.735335,5769.221537,1052.15913
42000000000009,2025-03-01,3365.229823,5559.359668,1023.029866
42000000000009,2025-04-01,3212.632268,5365.095888,995.916003
42000000000009,2025-05-01,3071.559747,5184.792854,970.61288
42000000000009,2025-06-01,2940.815335,5017.030962,946.942538
42000000000009,2025-07-01,2819.358301,4860.573711,924.749523
42000000000009,2025-08-01,2706.279805,4714.339421,903.897455
42000000000009,2025-09-01,2600.782954,4577.377999,884.266204
42000000000009,2025-10-01,2502.166329,4448.851733,865.74955
42000000000009,2025-11-01,2409.810319,4328.019333,848.253232
42000000000009,2025-12-01,2323.165705,4214.222588,831.693322
42000000000010,2024-01-01,8500.0,11900.0,1870.0
42000000000010,2024-02-01,7790.164787,11046.453668,1760.577242
42000000000010,2024-03-01,7176.495561,10305.447626,1664.94697
42000000000010,2024-04-01,6641.503916,9656.746694,1580.677932
42000000000010,2024-05-01,6171.610201,9084.610216,1505.872889
42000000000010,2024-06-01,5756.122893,8576.62311,1439.030723
42000000000010,2024-07-01,5386.519302,8122.871107,1378.948941
42000000000010,2024-08-01,5055.929263,7715.348056,1324.653467
42000000000010,2024-09-01,4758.758382,7347.522942,1275.347246
42000000000010,2024-10-01,4490.408965,7014.018803,1230.372056
42000000000010,2024-11-01,4247.070508,6710.371403,1189.179742
42000000000010,2024-12-01,4025.560429,6432.845565,1151.310283
42000000000010,2025-01-01,3823.201618,6178.293814,1116.374872
42000000000010,2025-02-01,3637.727314,5944.046432,1084.04274
42000000000010,2025-03-01,3467.206484,5727.825112,1054.030771
42000000000010,2025-04-01,3309.984761,5527.674551,1026.095276
42000000000010,2025-05-01,3164.637316,5341.907789,1000.025392
42000000000010,2025-06-01,3029.930952,5169.062203,975.637766
42000000000010,2025-07-01,2904.793401,5007.863824,952.772236
42000000000010,2025-08-01,2788.288284,4857.198191,931.288287
42000000000010,2025-09-01,2679.594559,4716.086423,911.06215
42000000000010,2025-10-01,2577.989551,4583.665422,891.984385
42000000000010,2025-11-01,2482.834874,4459.171434,873.957876
42000000000010,2025-12-01,2393.564666,4341.926303,856.89615
42000000000011,2024-01-01,8750.0,12250.0,1925.0
42000000000011,2024-02-01,8019.287281,11371.349365,1812.358926
42000000000011,2024-03-01,7387.56896,10608.549027,1713.915999
42000000000011,2024-04-01,6836.842266,9940.768655,1627.168459
42000000000011,2024-05-01,6353.128148,9351.804634,1550.163268
42000000000011,2024-06-01,5925.420625,8828.876731,1481.355156
42000000000011,2024-07-01,5544.94634,8361.77908,1419.506263
42000000000011,2024-08-01,5204.633065,7942.270058,1363.613863
42000000000011,2024-09-01,4898.721864,7563.626557,1312.857459
42000000000011,2024-10-01,4622.479817,7220.313474,1266.55947
42000000000011,2024-11-01,4371.984347,6907.735268,1224.155617
42000000000011,2024-12-01,4143.959265,6622.046905,1185.17235
42000000000011,2025-01-01,3935.648724,6360.008338,1149.209427
42000000000011,2025-02-01,3744.719294,6118.871327,1115.92635
42000000000011,2025-03-01,3569.183146,5896.290557,1085.031676
42000000000011,2025-04-01,3407.337254,5690.253214,1056.274549
42000000000011,2025-05-01,3257.714884,5499.022724,1029.437903
42000000000011,2025-06-01,3119.046568,5321.093445,1004.332995
42000000000011,2025-07-01,2990.228501,5155.153936,980.794948
42000000000011,2025-08-01,2870.296763,5000.056962,958.679119
42000000000011,2025-09-01,2758.406163,4854.794847,937.858096
42000000000011,2025-10-01,2653.812773,4718.479111,918.21922
42000000000011,2025-11-01,2555.859429,4590.323535,899.662519
42000000000011,2025-12-01,2463.963626,4469.630018,882.098978
